first_name,last_name,state,gender,birthdate
Jennifer,Jones,Louisiana,F,1974-12-22
Jessica,Buckley,Wisconsin,F,1978-03-04
Lisa,Michael,Washington,F,1938-05-27
Keith,Mason,Pennsylvania,M,1942-05-15
Roger,Myers,Oklahoma,M,1958-08-28
Jonathan,Davis,Idaho,M,1938-09-14
Kathleen,Bates,West Virginia,F,1943-09-09
Justin,Saunders,Arizona,M,1979-08-11
Carmen,Jenkins,Florida,F,1962-06-26
Daniel,French,North Carolina,M,1956-02-17
William,Brady,Texas,M,1960-07-31
Amber,Hensley,Kentucky,F,1956-12-09
Kelly,Jones,Maryland,F,1950-11-22
Christopher,Moore,Montana,M,1936-02-12
Pamela,Hayes,North Carolina,F,1958-10-07
Tammy,Williams,Pennsylvania,F,1923-04-04
Alex,Sharp,Florida,M,1959-03-26
Justin,Jones,Pennsylvania,M,1943-06-13
Sara,Wang,Iowa,F,1980-02-06
William,Harrison,Utah,M,1944-02-27
Michael,Baxter,Mississippi,M,1959-02-21
Elizabeth,Allen,Utah,F,1937-06-16
Joseph,Gray,New Jersey,M,1954-10-27
Sharon,Washington,Michigan,F,1974-03-21
John,Price,California,M,1955-08-15
Julie,Greene,Texas,F,1952-01-04
Diane,Washington,Oklahoma,F,1952-01-25
Anna,Zavala,Texas,F,1949-09-16
Jessica,Allen,North Dakota,F,1972-02-18
Kimberly,Wilson,Ohio,F,1970-11-13
Johnny,Jones,New York,M,1966-09-15
Terry,Taylor,Minnesota,M,1955-10-19
Troy,Taylor,Mississippi,M,1942-11-05
Adam,Howell,Florida,M,1965-10-20
Diana,Ballard,Massachusetts,F,1964-06-12
Steven,Soto,Florida,M,1971-06-15
David,Hopkins,Massachusetts,M,1960-07-18
Christie,Bennett,Florida,F,1958-03-08
Teresa,Gordon,Colorado,F,1931-06-20
Clarence,Maynard,Arizona,M,1954-08-20
Christopher,Young,Colorado,M,1977-01-28
Kyle,Butler,Florida,M,1955-04-16
Andrea,Hill,Rhode Island,F,1955-10-22
John,Dawson,North Carolina,M,1932-02-23
Teresa,Huff,Michigan,F,1967-04-13
John,Smith,Massachusetts,M,1963-03-24
Jacob,Fields,Louisiana,M,1958-01-04
Michael,Hansen,South Carolina,M,1967-01-01
Robert,Gonzalez,West Virginia,M,1957-11-06
Ryan,Smith,Michigan,M,1949-04-08
Craig,Lewis,Arizona,M,1963-08-15
Charles,Mills,Alabama,M,1980-07-21
Brian,Sullivan,Michigan,M,1960-02-07
Daniel,Lee,Arizona,M,1938-01-13
Jennifer,Brady,Florida,F,1915-12-31
John,Lucas,Ohio,M,1968-02-01
Christian,Moore,Indiana,M,1968-01-25
Anthony,Sims,Georgia,M,1973-03-18
Rebecca,Gilbert,Minnesota,F,1955-11-12
Justin,West,Florida,M,1960-06-05
Jacob,Miranda,Indiana,M,1966-05-20
Christopher,Santos,Indiana,M,1949-07-20
Daniel,Munoz,Texas,M,1965-09-10
Mark,Pearson,New York,M,1971-09-07
Peter,West,Pennsylvania,M,1963-05-25
Joseph,Garcia,Texas,M,1955-04-20
Brian,Reid,Florida,M,1965-03-08
Todd,Jackson,Colorado,M,1959-02-07
James,Anderson,Wyoming,M,1955-02-28
Jacob,Rodriguez,Rhode Island,M,1977-06-13
Ashley,Floyd,Colorado,F,1965-02-14
Michael,Howard,Nebraska,M,1963-08-24
Laura,Lowe,Indiana,F,1980-05-06
Brian,Shaw,Oklahoma,M,1962-01-07
Pamela,Wells,Connecticut,F,1952-07-23
Jessica,White,Georgia,F,1960-04-29
Michael,Hernandez,Ohio,M,1940-01-15
Heather,Zavala,Colorado,F,1944-04-15
Katherine,Smith,Colorado,F,1939-02-18
Cheyenne,Mccarthy,Florida,F,1946-04-23
Steve,Hernandez,Florida,M,1972-11-10
Christine,Ray,Illinois,F,1951-07-23
Aaron,Caldwell,Arizona,M,1961-12-22
Kyle,Powell,Washington,M,1942-07-29
Peter,Perez,Michigan,M,1977-12-18
Stephen,Smith,Alabama,M,1957-01-29
Ryan,Freeman,Arizona,M,1947-09-19
Daisy,Gates,California,F,1968-09-02
Juan,Rogers,Illinois,M,1971-11-04
Alfred,Wilson,Connecticut,M,1961-08-13
Richard,Dixon,Wisconsin,M,1963-02-03
Amanda,Crosby,New York,F,1965-04-21
Thomas,Munoz,Illinois,M,1940-06-25
Susan,Cole,Maryland,F,1937-04-30
Angel,Thompson,Michigan,F,1955-12-15
Richard,White,Michigan,M,1949-08-20
Keith,Snow,Texas,M,1967-12-25
Jason,Ford,Ohio,M,1966-09-12
Austin,Johnson,Arizona,M,1929-05-13
Tammy,Byrd,Colorado,F,1943-05-12
Curtis,Wilson,Oklahoma,M,1948-08-25
Timothy,Woods,Michigan,M,1966-08-17
John,Johnson,Colorado,M,1970-11-16
Sean,Garcia,New York,M,1961-09-12
Timothy,Kelly,Washington,M,1981-07-02
Manuel,Bailey,Oregon,M,1945-10-24
Alexandra,Walton,Illinois,F,1954-03-27
James,Braun,Minnesota,M,1958-02-05
Mary,Price,Massachusetts,F,1977-02-02
Kimberly,Smith,Maryland,F,1952-08-04
Christopher,Aguilar,Ohio,M,1956-12-25
Amanda,Watkins,Missouri,F,1972-09-01
Ian,Day,Pennsylvania,M,1964-06-29
Cameron,Donovan,North Carolina,M,1964-02-22
Teresa,Love,Massachusetts,F,1972-06-25
Monica,Vega,Virginia,F,1945-01-06
Scott,Harrington,Texas,M,1950-01-09
Sherry,Strickland,New Jersey,F,1981-09-09
William,Cantu,Arizona,M,1967-04-30
Jessica,Shepard,Arizona,F,1969-12-09
Doris,Tyler,Texas,F,1936-05-15
Max,Oliver,Texas,M,1936-07-29
Brian,Hill,Florida,M,1968-02-22
Luis,Stokes,Colorado,M,1966-04-07
Justin,Rodgers,Pennsylvania,M,1980-08-31
Keith,Clayton,Ohio,M,1948-04-18
Charlene,Moon,Nebraska,F,1973-10-21
Peter,Sanders,Michigan,M,1939-08-17
Ashley,Rose,Ohio,F,1974-10-01
Megan,Morton,New Hampshire,F,1956-02-27
John,Goodwin,Maryland,M,1941-12-30
Daniel,Petersen,Georgia,M,1947-09-05
Logan,Sparks,North Carolina,M,1957-04-25
Samantha,Martinez,South Dakota,F,1973-04-03
Jimmy,Henderson,Texas,M,1976-03-09
Christy,Thompson,North Carolina,F,1956-09-07
Allison,Lucas,New York,F,1977-02-03
Heidi,Johnston,Texas,F,1947-01-02
Timothy,Williams,Illinois,M,1941-03-08
Brittany,Watson,California,F,1951-01-25
Timothy,Shaffer,Iowa,M,1966-03-03
Courtney,Espinoza,Oklahoma,F,1952-12-22
Bryan,Young,Kentucky,M,1956-08-07
Norman,Ortiz,Texas,M,1978-01-15
James,Brown,Pennsylvania,M,1960-01-06
Adam,Owens,Texas,M,1963-09-12
Courtney,Watson,Georgia,F,1965-11-15
Mary,Gonzales,Colorado,F,1963-01-23
Jessica,Reeves,Utah,F,1948-12-22
Kristina,French,California,F,1940-03-21
Albert,Brown,New York,M,1952-03-15
Jeanette,Hall,Pennsylvania,F,1950-05-28
Joshua,Hutchinson,California,M,1943-11-30
Michael,Bentley,Tennessee,M,1951-04-21
Henry,Harris,Indiana,M,1967-04-09
Daniel,Anderson,California,M,1943-01-19
Anthony,Campbell,California,M,1978-12-24
Victoria,Fernandez,Wisconsin,F,1953-11-07
Kathleen,Mccoy,Mississippi,F,1977-11-04
John,Howard,Missouri,M,1930-05-31
Amanda,Evans,Michigan,F,1939-06-28
Robert,Jones,Massachusetts,M,1966-04-26
Jeremiah,Murray,North Carolina,M,1965-03-15
Robert,Fowler,Oklahoma,M,1969-10-29
Brenda,Sanford,Oregon,F,1969-02-17
Logan,Chavez,Tennessee,M,1980-04-26
Monique,Hodge,Arkansas,F,1969-04-15
Jason,Gutierrez,Louisiana,M,1978-11-26
Nicholas,Floyd,South Carolina,M,1964-04-20
Susan,Williams,Oklahoma,F,1966-04-18
Casey,Perkins,Indiana,M,1934-03-04
Beth,Nguyen,New York,F,1965-10-17
Julia,Marks,New Hampshire,F,1953-07-02
Christopher,Moore,Georgia,M,1949-01-23
Earl,Olson,South Carolina,M,1973-05-01
James,Wright,New Jersey,M,1977-03-08
William,Clayton,Arizona,M,1950-01-09
Shannon,Williams,North Carolina,F,1958-12-22
Christopher,Watson,Delaware,M,1951-02-15
Kristen,Clark,New Jersey,F,1946-11-20
Sean,Cuevas,North Carolina,M,1953-03-09
Nathaniel,Ruiz,Michigan,M,1947-07-12
Bryan,Erickson,Texas,M,1937-03-04
Alicia,Barrett,Michigan,F,1946-04-15
Kelly,Short,Washington,F,1966-09-16
Anthony,Pruitt,Tennessee,M,1965-11-23
Michael,Sullivan,Colorado,M,1964-12-22
Tracy,Sanford,Arizona,M,1972-08-13
Luke,Walker,Pennsylvania,M,1944-01-06
Donna,Sullivan,Ohio,F,1951-06-02
Christopher,Brady,Arizona,M,1951-04-23
Bryan,Holmes,New Jersey,M,1936-08-27
Wayne,Solomon,Massachusetts,M,1959-08-31
Cindy,Combs,Utah,F,1949-01-30
Taylor,Williams,California,F,1971-04-29
Ashley,Martinez,Ohio,F,1953-06-21
Gregory,Ware,Texas,M,1975-08-08
Marcus,Garcia,Pennsylvania,M,1965-05-03
Joshua,Keller,Texas,M,1936-01-12
Garrett,Keller,Ohio,M,1949-06-06
Sandra,Ferrell,North Carolina,F,1976-07-29
Randy,Gould,Pennsylvania,M,1963-07-17
Nicole,Jenkins,Massachusetts,F,1948-08-07
Leslie,Rich,Arizona,F,1959-10-20
Jay,Hernandez,North Carolina,M,1965-11-28
Charles,Potter,Maryland,M,1965-09-17
Marcus,Berg,Arizona,M,1947-03-28
Erika,Lam,Arizona,F,1955-11-28
Brian,Harris,North Carolina,M,1942-01-02
Angela,Anthony,Ohio,F,1961-04-25
Mary,Williams,California,F,1947-04-27
Tina,Gonzalez,Arizona,F,1951-10-01
Catherine,Patterson,Texas,F,1941-06-04
William,Davis,Pennsylvania,M,1935-07-04
Charles,Martin,Michigan,M,1937-06-19
Jason,Garrett,Florida,M,1971-05-31
Jose,Matthews,Colorado,M,1960-04-13
Allen,Daniels,Texas,M,1948-01-08
Matthew,Garcia,Illinois,M,1957-03-05
Beth,Barrett,Illinois,F,1964-04-17
Nathan,Hodges,Arkansas,M,1969-01-13
Karen,King,Colorado,F,1965-03-18
Sarah,Mcmillan,California,F,1972-09-20
Ryan,Ryan,Michigan,M,1968-06-26
Eugene,James,Missouri,M,1953-07-08
Randy,Parker,Florida,M,1965-12-03
Steven,Wagner,Pennsylvania,M,1945-05-16
Jonathan,Blackburn,Florida,M,1966-07-21
Nicholas,Barron,Arizona,M,1944-07-20
Abigail,James,Massachusetts,F,1955-08-20
Michael,Wilson,Georgia,M,1961-08-09
Steven,Baker,Louisiana,M,1977-03-26
Adrian,Galloway,Alabama,M,1957-07-30
Michael,Wilson,Arizona,M,1962-12-25
Rachel,Phelps,South Dakota,F,1934-06-04
Angelica,Walters,California,F,1947-07-21
Amanda,Walter,Arizona,F,1934-09-09
Zachary,Foster,Texas,M,1961-08-18
Matthew,Mcdonald,North Carolina,M,1961-08-18
Mark,Spencer,Colorado,M,1950-02-11
Brianna,Stuart,New York,F,1960-12-22
Judith,Boyd,California,F,1948-06-28
Taylor,Best,Colorado,F,1957-11-08
Christopher,Brown,Pennsylvania,M,1969-09-16
Isaac,Young,Georgia,M,1965-05-11
Douglas,Brown,Illinois,M,1965-02-14
Keith,Barnes,New York,M,1942-05-20
Grant,Harvey,Florida,M,1951-05-22
Mary,Bell,Louisiana,F,1962-08-28
Jacob,Brown,Texas,M,1967-01-07
John,Cortez,Montana,M,1957-06-04
Timothy,Williams,Indiana,M,1938-07-28
Amy,Christian,Montana,F,1971-09-23
Robert,Frye,Pennsylvania,M,1941-01-03
Jeremiah,Jimenez,Georgia,M,1935-11-06
Daniel,Aguilar,Michigan,M,1974-01-03
Brittany,Fisher,New York,F,1969-12-18
Julia,Cantu,Arizona,F,1970-05-14
Michael,Noble,Michigan,M,1939-07-07
Joshua,Jackson,Arkansas,M,1976-02-24
Logan,Pope,Montana,M,1967-06-13
Ian,Arroyo,Maryland,M,1963-11-08
Ann,Freeman,Minnesota,F,1961-08-31
Timothy,Sanchez,Florida,M,1939-07-25
Timothy,Hammond,Arkansas,M,1969-07-22
John,Alexander,California,M,1964-08-31
Mary,Mann,Massachusetts,F,1957-03-25
Joshua,Prince,Florida,M,1962-11-10
David,Armstrong,New York,M,1959-08-20
John,Hale,Ohio,M,1943-06-29
Heather,Gibson,Texas,F,1953-03-21
Tina,Gilbert,North Carolina,F,1979-11-14
Christopher,Perez,Colorado,M,1957-07-19
Sally,Gillespie,New York,F,1942-12-21
Ruth,Cummings,Michigan,F,1951-05-17
Luke,Casey,New Jersey,M,1932-05-21
Joseph,Maynard,Ohio,M,1971-09-01
John,Fuentes,Utah,M,1964-12-28
Cynthia,Johnson,Texas,F,1975-09-24
Richard,Russo,North Carolina,M,1964-03-07
Nathan,Goodman,Illinois,M,1978-07-12
Jessica,Turner,New York,F,1974-06-06
Megan,Suarez,Kentucky,F,1954-09-28
Ann,Kramer,Tennessee,F,1945-04-19
Alexandra,Torres,Wyoming,F,1967-07-08
Erin,Arnold,New York,F,1949-08-17
Jennifer,Mcdonald,California,F,1954-12-26
James,Wilson,Utah,M,1949-10-23
Rachel,Mason,New York,F,1947-09-11
Robin,Doyle,California,F,1980-09-20
Amy,Miller,Missouri,F,1977-11-15
Amy,Cohen,Illinois,F,1937-04-02
Tammy,Williams,New York,F,1946-08-13
Donna,Patrick,Kansas,F,1970-09-14
Beth,Evans,Texas,F,1975-04-27
Rebecca,Cole,Idaho,F,1959-01-13
Rachel,Franklin,Tennessee,F,1971-07-21
Lisa,Spencer,Massachusetts,F,1975-02-07
Pamela,Johnson,Georgia,F,1941-06-23
Shannon,Mccarthy,Arizona,F,1947-06-03
Michael,Mckinney,Missouri,M,1939-09-14
Johnny,Greene,Mississippi,M,1976-07-06
Dean,Mitchell,California,M,1962-06-06
Roger,Yoder,Tennessee,M,1971-05-15
John,Williams,Oregon,M,1965-04-10
Sarah,Baker,Florida,F,1940-01-16
Deborah,Charles,Wyoming,F,1959-12-03
Jennifer,Evans,New Mexico,F,1936-12-29
Jeremy,Santos,Michigan,M,1977-05-26
Victoria,Williams,Ohio,F,1945-11-17
Holly,Brown,Nebraska,F,1980-01-04
William,Murphy,Minnesota,M,1974-04-24
Lori,Shaffer,North Carolina,F,1972-02-04
Sarah,Burke,Connecticut,F,1979-11-25
Sherri,Chapman,New York,F,1953-09-01
Lindsey,Castillo,New York,F,1965-01-01
Joseph,Ross,New Jersey,M,1953-06-10
Christopher,Huffman,Colorado,M,1976-10-02
William,Martin,Illinois,M,1976-12-12
Clinton,Webb,New Mexico,M,1964-11-29
Christopher,Flores,New Mexico,M,1957-03-09
Joshua,Barnett,New York,M,1956-02-05
Thomas,Murphy,New Hampshire,M,1943-06-21
Hannah,Chavez,North Carolina,F,1965-01-19
David,Abbott,Florida,M,1976-12-05
Melissa,Forbes,Michigan,F,1957-10-21
April,Hernandez,Idaho,F,1935-10-15
Hayley,Simpson,California,F,1971-04-26
Keith,Hammond,Missouri,M,1979-07-18
Anthony,Gardner,Illinois,M,1947-09-17
John,Miller,Tennessee,M,1977-03-28
Olivia,Perez,Oklahoma,F,1969-03-15
Samuel,Patterson,Texas,M,1939-01-24
Calvin,Burke,South Carolina,M,1962-05-04
Donald,Adams,Texas,M,1970-01-19
Maria,Newton,Alabama,F,1977-02-08
Angela,Shelton,Florida,F,1956-07-24
Michelle,Olson,Colorado,F,1974-04-28
Leon,Jones,Texas,M,1944-04-25
Lisa,Cordova,New York,F,1961-05-25
Marcus,Johns,North Carolina,M,1939-07-26
Gregory,Johnson,Michigan,M,1970-02-26
Peter,Henderson,Vermont,M,1974-11-20
Jill,Stewart,New York,F,1937-05-20
Ashley,Jones,New York,F,1953-04-28
Linda,Gonzales,Colorado,F,1973-02-15
Nichole,Koch,Missouri,F,1980-11-11
Kevin,Christensen,Pennsylvania,M,1961-07-09
Christina,Cooper,Colorado,F,1966-05-02
Madison,Landry,New York,F,1958-05-09
Russell,Perry,Louisiana,M,1965-10-06
Andrea,Howard,Michigan,F,1941-01-13
Harold,Duncan,Florida,M,1965-07-05
Eric,Lopez,Missouri,M,1958-01-14
Paul,Jimenez,Florida,M,1951-06-14
Daniel,Barajas,Arkansas,M,1954-12-14
Eric,Perez,Tennessee,M,1943-05-24
David,Green,Maine,M,1960-08-12
Christine,Hernandez,Texas,F,1951-04-18
Brent,Smith,New Hampshire,M,1959-02-25
Matthew,Martinez,Colorado,M,1970-01-11
Brett,Allen,Texas,M,1954-09-01
Heather,Walsh,Oklahoma,F,1954-03-23
Anthony,Novak,Montana,M,1957-12-03
Paula,Kennedy,Iowa,F,1975-07-31
Travis,Rivera,Arizona,M,1982-01-01
Diane,Little,New Jersey,F,1959-06-06
Matthew,Adams,California,M,1926-01-27
Michael,Santos,Colorado,M,1971-07-02
Stefanie,Morton,Florida,F,1937-12-31
James,Montgomery,Virginia,M,1958-12-26
Sean,Brown,Wyoming,M,1944-12-28
James,Hudson,Massachusetts,M,1957-06-04
Victoria,Mann,Arizona,F,1965-06-13
Angel,Williams,Illinois,M,1951-03-17
Carla,Lawrence,California,F,1955-07-08
Dylan,Barton,California,M,1958-12-08
Alyssa,Frost,Illinois,F,1964-02-09
Michael,Navarro,Missouri,M,1977-10-31
Monica,Long,Illinois,F,1943-07-15
Pamela,Nichols,California,F,1965-08-03
Stephanie,Trujillo,Florida,F,1973-09-13
Megan,Rodriguez,California,F,1965-06-06
John,Lewis,Michigan,M,1948-09-23
Penny,Cole,Arkansas,F,1926-07-25
Theodore,Willis,California,M,1946-07-29
Phillip,Suarez,Pennsylvania,M,1954-08-02
William,Davis,Arizona,M,1951-05-21
Holly,Garcia,Colorado,F,1955-09-17
Ashlee,Reyes,Florida,F,1978-03-07
Zoe,Stephenson,Mississippi,F,1978-10-27
Lisa,Jones,Maryland,F,1957-08-10
Debra,Collins,Missouri,F,1938-03-09
Stephanie,Olsen,Montana,F,1946-06-12
Jonathan,Page,Illinois,M,1975-05-24
Angel,Smith,California,F,1960-04-19
Amy,Briggs,North Dakota,F,1975-08-19
Dawn,Johnson,Colorado,F,1947-04-18
Jeffrey,Harvey,Colorado,M,1966-02-16
Beverly,Chan,Texas,F,1958-08-27
David,Phillips,Oklahoma,M,1971-11-22
Bradley,Sullivan,Texas,M,1970-07-06
Joe,Mora,Virginia,M,1959-02-25
Christopher,Torres,Maryland,M,1955-03-16
Aaron,George,Minnesota,M,1941-01-06
Jennifer,Solomon,Idaho,F,1977-08-07
Michael,Johnson,Florida,M,1951-10-02
Brandon,Randolph,Texas,M,1956-04-08
Richard,Lewis,North Carolina,M,1961-03-31
Anthony,Lee,Pennsylvania,M,1969-07-18
Lisa,Coleman,Maryland,F,1928-09-23
Gregory,Rowland,Texas,M,1978-04-05
Kelly,Holder,Texas,F,1944-12-11
Chris,Johnson,Rhode Island,M,1962-05-11
Joe,Adams,Georgia,M,1952-06-24
Kristen,Patton,Missouri,F,1954-04-23
Barbara,Day,North Carolina,F,1956-06-20
Eric,Molina,Minnesota,M,1964-07-08
Kimberly,Rice,California,F,1959-11-04
Vanessa,Arias,Georgia,F,1978-12-09
Stephen,Cooper,North Carolina,M,1951-08-25
Daniel,Fox,New Mexico,M,1971-05-14
Brian,Anderson,Minnesota,M,1950-06-02
Erin,Richard,Ohio,F,1977-12-05
Matthew,Gray,Florida,M,1941-09-17
Rebecca,Young,California,F,1966-05-14
Margaret,Wagner,New York,F,1952-08-31
Travis,Rice,New Jersey,M,1969-01-02
Joshua,Herman,Texas,M,1955-06-17
John,Torres,California,M,1933-11-14
Pamela,Tran,Wisconsin,F,1952-08-04
James,Stone,North Carolina,M,1964-01-16
Mary,Lewis,Pennsylvania,F,1951-09-25
Fred,Huynh,Montana,M,1952-07-25
Austin,Banks,Tennessee,M,1945-07-26
David,Stout,New Jersey,M,1952-04-25
Mark,Butler,New York,M,1970-02-12
Jessica,Pena,Florida,F,1951-09-09
Cynthia,Diaz,Missouri,F,1971-02-26
Anna,Hall,Colorado,F,1975-06-11
James,Smith,Minnesota,M,1963-03-05
Ryan,Nelson,Tennessee,M,1974-10-31
Jacob,Francis,Virginia,M,1951-04-02
Joseph,Stewart,Connecticut,M,1961-04-02
Ashley,Huynh,California,F,1977-10-14
Ashlee,Murray,New Jersey,F,1964-10-08
Pamela,Abbott,Louisiana,F,1966-12-22
Luis,Ward,Oklahoma,M,1947-10-13
Sara,Soto,Arizona,F,1971-04-15
Robert,Morrison,Arizona,M,1971-09-07
Sabrina,Lara,New York,F,1949-05-12
Daniel,Christensen,Massachusetts,M,1941-11-21
Stacey,Phillips,California,F,1939-04-11
Heather,Kelly,Texas,F,1963-08-29
David,Murphy,Arizona,M,1929-07-23
Joshua,Lopez,Texas,M,1939-03-12
Megan,Valencia,Texas,F,1981-03-21
Jesse,Weiss,Vermont,M,1974-11-24
Edgar,Villanueva,Texas,M,1950-06-04
Samantha,Gonzales,Idaho,F,1919-03-22
Daniel,Anthony,Pennsylvania,M,1978-02-26
Charles,Wheeler,Illinois,M,1939-12-09
Brandi,Reed,North Dakota,F,1977-11-22
April,Hinton,Minnesota,F,1941-02-15
John,Jenkins,Georgia,M,1963-01-04
Andrew,Reed,Texas,M,1971-03-16
Kyle,Phillips,Michigan,M,1955-12-08
Manuel,Burch,Florida,M,1973-04-15
Christine,Contreras,Michigan,F,1935-09-27
John,Reyes,Utah,M,1958-09-05
Justin,Mitchell,Alabama,M,1945-04-13
Sydney,Johnson,Pennsylvania,F,1933-01-10
Frank,York,Connecticut,M,1942-12-09
Victor,Johnson,Wisconsin,M,1952-08-05
Jeffrey,Garcia,Tennessee,M,1965-08-12
Rhonda,Rodriguez,Texas,F,1972-07-17
Kenneth,Martinez,New Mexico,M,1952-11-05
Nathan,Barr,California,M,1968-11-06
Austin,Mitchell,Illinois,M,1970-04-18
Beverly,Hendrix,Colorado,F,1964-07-30
Sarah,Webb,Michigan,F,1955-12-29
Jerome,Sanders,New York,M,1963-03-21
Corey,Noble,Missouri,M,1977-08-01
Phillip,Davis,Utah,M,1980-11-09
Michael,Harding,Florida,M,1953-06-30
Carrie,Hamilton,Kentucky,F,1968-09-02
Debra,Alvarado,Georgia,F,1942-07-27
Isaac,Chavez,Oklahoma,M,1953-05-31
Robert,Price,Michigan,M,1968-04-26
Philip,Hernandez,Montana,M,1961-10-28
Carol,Boyd,New York,F,1925-07-05
Nicolas,Thompson,New Jersey,M,1963-02-05
Stacey,Spencer,North Carolina,F,1950-12-09
Kyle,Brennan,New Hampshire,M,1956-06-09
Samantha,Harrison,Texas,F,1962-10-01
Ana,Dawson,Illinois,F,1971-08-31
Richard,Hudson,Michigan,M,1962-03-25
Adam,Pace,Colorado,M,1934-05-18
Matthew,Kelly,Wisconsin,M,1958-12-27
Anthony,Larson,Kansas,M,1935-12-29
Michael,Foster,Pennsylvania,M,1960-12-20
Randy,Key,Louisiana,M,1957-06-15
Anthony,Sanchez,Indiana,M,1976-10-17
Manuel,Boyd,Illinois,M,1965-10-28
Hayden,Johnson,Massachusetts,M,1967-07-26
Allison,Barnes,Montana,F,1970-11-26
Mitchell,Wong,Texas,M,1959-04-14
Raven,Odonnell,Texas,F,1975-06-27
Jennifer,Collins,Arizona,F,1962-08-18
Laura,Klein,New Jersey,F,1962-05-02
Margaret,Flores,California,F,1967-12-05
Peter,Guzman,Pennsylvania,M,1981-01-22
Kimberly,Woodard,New Jersey,F,1947-10-20
Dylan,Hickman,Pennsylvania,M,1945-01-31
Chelsea,Wilson,Michigan,F,1951-10-02
Emily,Perez,Florida,F,1963-11-13
Linda,Mack,Kentucky,F,1968-12-19
William,Reid,Virginia,M,1965-12-31
Brandon,Galloway,Texas,M,1981-07-15
Rachel,Allen,New York,F,1954-12-31
Terry,Young,Illinois,M,1946-07-22
Jacob,Moore,Michigan,M,1951-10-20
Michael,Jones,Colorado,M,1981-06-24
Jason,Gonzalez,Massachusetts,M,1977-10-08
Matthew,Lynch,Illinois,M,1979-07-02
Jacob,Santiago,Wyoming,M,1976-09-17
Matthew,Martinez,Tennessee,M,1947-02-16
Gina,Weaver,Colorado,F,1971-03-01
Alison,Obrien,Florida,F,1935-01-06
Brianna,White,New Mexico,F,1965-07-20
Alexander,Thompson,Pennsylvania,M,1951-05-30
Dominique,Wilcox,California,F,1980-10-08
Christopher,Jones,Indiana,M,1944-08-25
Nicholas,Johnson,Minnesota,M,1962-11-26
Robert,Bell,Oregon,M,1961-12-08
Tonya,Perez,Ohio,F,1958-08-21
Cristian,Burch,Nevada,M,1957-06-11
Andrew,Walters,Arizona,M,1971-02-02
Joseph,Chambers,California,M,1956-08-28
Jessica,Lopez,California,F,1946-10-09
Jeffrey,Hicks,Mississippi,M,1973-03-06
Rodney,Simpson,Colorado,M,1947-01-06
Casey,Brooks,Colorado,M,1959-11-25
Joel,Bennett,North Carolina,M,1971-02-26
Michael,Dennis,Maryland,M,1964-05-25
Kathleen,Burgess,Arizona,F,1968-12-07
Robert,Ramirez,Illinois,M,1979-08-08
Jenny,Fitzgerald,Illinois,F,1970-04-15
Brandon,Reid,Nebraska,M,1973-03-03
Sharon,Oneill,Georgia,F,1965-12-16
John,Stevens,Colorado,M,1964-11-07
Austin,Murphy,Oklahoma,M,1973-02-18
William,Peterson,Virginia,M,1946-05-19
Tom,Smith,Illinois,M,1975-10-15
Rebecca,Stewart,Missouri,F,1938-08-09
Kirk,Silva,New Hampshire,M,1914-01-05
Brandon,Watkins,Delaware,M,1939-02-13
Michael,Simpson,Pennsylvania,M,1965-11-14
Edgar,White,Florida,M,1947-02-05
Brittany,Blair,Wisconsin,F,1939-05-11
Mary,Reynolds,Minnesota,F,1975-02-26
Christopher,Estrada,New York,M,1908-03-31
Thomas,Flynn,Kentucky,M,1981-05-11
Krista,Goodwin,Oklahoma,F,1973-03-18
Christopher,Rowe,Georgia,M,1945-01-26
Stephanie,Fuentes,New York,F,1961-12-12
Amy,Cruz,Illinois,F,1953-10-10
Keith,Neal,Ohio,M,1958-07-10
Edwin,Rivers,Arizona,M,1960-06-07
James,Johnson,Illinois,M,1978-12-14
Erik,Higgins,Florida,M,1978-05-17
Allen,Park,North Dakota,M,1964-11-10
Reginald,Davis,Pennsylvania,M,1951-03-11
Christopher,Moore,Virginia,M,1961-09-03
Shannon,Brown,California,M,1952-05-24
John,Wilson,Minnesota,M,1947-05-15
John,Nelson,Ohio,M,1969-02-18
Lee,Bradshaw,Maryland,M,1925-06-21
William,Jones,Ohio,M,1950-01-07
Laura,Gould,Kentucky,F,1925-04-30
William,Lara,Florida,M,1937-04-07
Brent,Aguilar,Indiana,M,1964-05-20
Cheryl,Kaiser,Minnesota,F,1973-06-22
Timothy,Taylor,Vermont,M,1954-11-21
Ricky,Ward,Texas,M,1953-07-23
Bradley,Dominguez,Florida,M,1953-04-01
Jeffrey,Morgan,Colorado,M,1970-11-06
Larry,Hatfield,Arizona,M,1945-11-11
Laura,Blackwell,Washington,F,1964-03-01
Mike,Wilson,Montana,M,1959-11-27
Dennis,King,Minnesota,M,1963-09-26
Paul,Acosta,Michigan,M,1951-07-08
Ruth,Butler,Massachusetts,F,1943-05-03
Adrian,Wilson,Indiana,M,1946-08-07
Justin,Martin,Georgia,M,1959-01-06
Jordan,Stokes,New York,M,1954-06-08
Jessica,Cooper,Virginia,F,1966-03-06
Mario,Kelley,Mississippi,M,1935-04-05
Kyle,Carlson,California,M,1956-07-08
Justin,Avila,Maine,M,1960-10-29
Jordan,Clark,Utah,M,1948-06-23
Kimberly,Bush,Florida,F,1969-09-20
Holly,Lamb,Wisconsin,F,1936-11-05
Theresa,Estrada,California,F,1974-01-21
